1.0,2,0,False
0,3,7,False
0,4,5,False
0,5,4,False
0,6,6,False
0,7,9,False
0,8,12,False
0,9,3,False
0,10,4,False
0,11,5,False
0,12,9,False
0,13,5,False
0,14,8,False
0,15,12,False
0,16,5,False
0,17,1,True
0,18,8,False
0,19,7,False
0,20,4,False
0,21,6,False
0,22,6,False
0,23,2,False
0,24,10,True
0,25,4,False
0,26,6,False
0,27,3,False
0,28,2,True
0,29,5,False
0,30,8,False
0,31,6,False
0,32,7,False
0,33,4,False
0,34,8,False
0,35,1,False
0,36,3,False
0,37,7,False
0,38,5,False
0,39,8,False
0,40,11,False
0,41,8,False
0,42,6,False
0,43,9,False
0,44,10,False
0,45,2,False
0,46,7,False
0,47,6,False
0,48,7,False
0,49,8,False
0,50,8,False
0,51,6,False
0,52,9,False
0,53,8,False
0,54,1,True
0,55,7,False
0,56,7,False
0,57,7,False
0,58,7,False
0,59,5,False
0,60,8,False
0,61,9,False
0,62,4,True
0,63,7,False
0,64,6,False
0,65,5,False
0,66,7,False
0,67,4,False
0,68,11,False
0,69,1,True
0,70,7,False
0,71,2,True
0,72,7,False
0,73,5,False
0,74,6,False
0,75,6,False
0,76,5,False
0,77,7,False
0,78,11,False
0,79,4,False
0,80,9,False
0,81,9,False
0,82,7,False
0,83,7,False
0,84,8,False
0,85,6,False
0,86,9,False
0,87,6,False
0,88,4,False
0,89,5,False
0,90,9,False
0,91,5,False
0,92,3,False
0,93,3,True
0,94,3,False
0,95,14,False
0,96,4,False
0,97,6,True
0,98,5,True
0,99,4,False
0,100,4,False
0,101,4,False
